Stnr;Dato;RR;TAM;TAN;TAX
25830;11.12.1997;NA;NA;NA;NA
25830;12.12.1997;NA;NA;NA;NA
25830;13.12.1997;NA;NA;NA;NA
25830;14.12.1997;NA;NA;NA;NA
25830;15.12.1997;NA;NA;NA;NA
25830;16.12.1997;NA;NA;NA;NA
25830;17.12.1997;NA;NA;NA;NA
25830;18.12.1997;NA;NA;NA;NA
25830;19.12.1997;NA;NA;NA;NA
25830;20.12.1997;NA;NA;NA;NA
25830;21.12.1997;NA;NA;NA;NA
25830;22.12.1997;NA;NA;NA;NA
25830;23.12.1997;NA;NA;NA;NA
25830;24.12.1997;NA;NA;NA;NA
25830;25.12.1997;NA;NA;NA;NA
25830;26.12.1997;NA;NA;NA;NA
25830;27.12.1997;NA;NA;NA;NA
25830;28.12.1997;NA;NA;NA;NA
25830;29.12.1997;NA;NA;NA;NA
25830;30.12.1997;NA;NA;NA;NA
25830;31.12.1997;NA;NA;NA;NA
25830;01.01.1998;NA;NA;NA;NA
25830;02.01.1998;NA;NA;NA;NA
25830;03.01.1998;NA;NA;NA;NA
25830;04.01.1998;NA;NA;NA;NA
25830;05.01.1998;NA;NA;NA;NA
25830;06.01.1998;NA;NA;NA;NA
25830;07.01.1998;NA;NA;NA;NA
25830;08.01.1998;NA;NA;NA;NA
25830;09.01.1998;NA;NA;NA;NA
25830;10.01.1998;NA;NA;NA;NA
25830;11.01.1998;NA;NA;NA;NA
25830;12.01.1998;NA;NA;NA;NA
25830;13.01.1998;NA;NA;NA;NA
25830;14.01.1998;NA;NA;NA;NA
25830;15.01.1998;NA;NA;NA;NA
25830;16.01.1998;NA;NA;NA;NA
25830;17.01.1998;NA;NA;NA;NA
25830;18.01.1998;NA;NA;NA;NA
25830;19.01.1998;NA;NA;NA;NA
25830;20.01.1998;NA;NA;NA;NA
25830;21.01.1998;NA;NA;NA;NA
25830;22.01.1998;NA;NA;NA;NA
25830;23.01.1998;NA;NA;NA;NA
25830;24.01.1998;NA;NA;NA;NA
25830;25.01.1998;NA;NA;NA;NA
25830;26.01.1998;NA;NA;NA;NA
25830;27.01.1998;NA;NA;NA;NA
25830;28.01.1998;NA;NA;NA;NA
25830;29.01.1998;NA;NA;NA;NA
25830;30.01.1998;NA;NA;NA;NA
25830;31.01.1998;NA;NA;NA;NA
25830;01.02.1998;NA;NA;NA;NA
25830;02.02.1998;NA;NA;NA;NA
25830;03.02.1998;NA;NA;NA;NA
25830;04.02.1998;NA;NA;NA;NA
25830;05.02.1998;NA;NA;NA;NA
25830;06.02.1998;NA;NA;NA;NA
25830;07.02.1998;NA;NA;NA;NA
25830;08.02.1998;NA;NA;NA;NA
25830;09.02.1998;NA;NA;NA;NA
25830;10.02.1998;NA;NA;NA;NA
25830;11.02.1998;NA;NA;NA;NA
25830;12.02.1998;NA;NA;NA;NA
25830;13.02.1998;NA;NA;NA;NA
25830;14.02.1998;NA;NA;NA;NA
25830;15.02.1998;NA;NA;NA;NA
25830;16.02.1998;NA;NA;NA;NA
25830;17.02.1998;NA;NA;NA;NA
25830;18.02.1998;NA;NA;NA;NA
25830;19.02.1998;NA;NA;NA;NA
25830;20.02.1998;NA;NA;NA;NA
25830;21.02.1998;NA;NA;NA;NA
25830;22.02.1998;NA;NA;NA;NA
25830;23.02.1998;NA;NA;NA;NA
25830;24.02.1998;NA;NA;NA;NA
25830;25.02.1998;NA;NA;NA;NA
25830;26.02.1998;NA;NA;NA;NA
25830;27.02.1998;NA;NA;NA;NA
25830;28.02.1998;NA;NA;NA;NA
25830;01.03.1998;NA;NA;NA;NA
25830;02.03.1998;NA;NA;NA;NA
25830;03.03.1998;NA;NA;NA;NA
25830;04.03.1998;NA;NA;NA;NA
25830;05.03.1998;NA;NA;NA;NA
25830;06.03.1998;NA;NA;NA;NA
25830;07.03.1998;NA;NA;NA;NA
25830;08.03.1998;NA;NA;NA;NA
25830;09.03.1998;NA;NA;NA;NA
25830;10.03.1998;NA;NA;NA;NA
25830;11.03.1998;NA;NA;NA;NA
25830;12.03.1998;NA;NA;NA;NA
25830;13.03.1998;NA;NA;NA;NA
25830;14.03.1998;NA;NA;NA;NA
25830;15.03.1998;NA;NA;NA;NA
25830;16.03.1998;NA;NA;NA;NA
25830;17.03.1998;NA;NA;NA;NA
25830;18.03.1998;NA;NA;NA;NA
25830;19.03.1998;NA;NA;NA;NA
25830;20.03.1998;NA;NA;NA;NA
25830;21.03.1998;NA;NA;NA;NA
25830;22.03.1998;NA;NA;NA;NA
25830;23.03.1998;NA;NA;NA;NA
25830;24.03.1998;NA;NA;NA;NA
25830;25.03.1998;NA;NA;NA;NA
25830;26.03.1998;NA;NA;NA;NA
25830;27.03.1998;NA;NA;NA;NA
25830;28.03.1998;NA;NA;NA;NA
25830;29.03.1998;NA;NA;NA;NA
25830;30.03.1998;NA;NA;NA;NA
25830;31.03.1998;NA;NA;NA;NA
25830;01.04.1998;NA;NA;NA;NA
25830;02.04.1998;NA;NA;NA;NA
25830;03.04.1998;NA;NA;NA;NA
25830;04.04.1998;NA;NA;NA;NA
25830;05.04.1998;NA;NA;NA;NA
25830;06.04.1998;NA;NA;NA;NA
25830;07.04.1998;NA;NA;NA;NA
25830;08.04.1998;NA;NA;NA;NA
25830;09.04.1998;NA;NA;NA;NA
25830;10.04.1998;NA;NA;NA;NA
25830;11.04.1998;NA;NA;NA;NA
25830;12.04.1998;NA;NA;NA;NA
25830;13.04.1998;NA;NA;NA;NA
25830;14.04.1998;NA;NA;NA;NA
25830;15.04.1998;NA;NA;NA;NA
25830;16.04.1998;NA;NA;NA;NA
25830;17.04.1998;NA;NA;NA;NA
25830;18.04.1998;NA;NA;NA;NA
25830;19.04.1998;NA;NA;NA;NA
25830;20.04.1998;NA;NA;NA;NA
25830;21.04.1998;NA;NA;NA;NA
25830;22.04.1998;NA;NA;NA;NA
25830;23.04.1998;NA;NA;NA;NA
25830;24.04.1998;NA;NA;NA;NA
25830;25.04.1998;NA;NA;NA;NA
25830;26.04.1998;NA;NA;NA;NA
25830;27.04.1998;NA;NA;NA;NA
25830;28.04.1998;NA;NA;NA;NA
25830;29.04.1998;NA;NA;NA;NA
25830;30.04.1998;NA;NA;NA;NA
25830;01.05.1998;NA;NA;NA;NA
25830;02.05.1998;NA;NA;NA;NA
25830;03.05.1998;NA;NA;NA;NA
25830;04.05.1998;NA;NA;NA;NA
25830;05.05.1998;NA;NA;NA;NA
25830;06.05.1998;NA;NA;NA;NA
25830;07.05.1998;NA;NA;NA;NA
25830;08.05.1998;NA;NA;NA;NA
25830;09.05.1998;NA;NA;NA;NA
25830;10.05.1998;NA;NA;NA;NA
25830;11.05.1998;NA;NA;NA;NA
25830;12.05.1998;NA;NA;NA;NA
25830;13.05.1998;NA;NA;NA;NA
25830;14.05.1998;NA;NA;NA;NA
25830;15.05.1998;NA;NA;NA;NA
25830;16.05.1998;NA;NA;NA;NA
25830;17.05.1998;NA;NA;NA;NA
25830;18.05.1998;NA;NA;NA;NA
25830;19.05.1998;NA;NA;NA;NA
25830;20.05.1998;NA;NA;NA;NA
25830;21.05.1998;NA;NA;NA;NA
25830;22.05.1998;NA;NA;NA;NA
25830;23.05.1998;NA;NA;NA;NA
25830;24.05.1998;NA;NA;NA;NA
25830;25.05.1998;NA;NA;NA;NA
25830;26.05.1998;NA;NA;NA;NA
25830;27.05.1998;NA;NA;NA;NA
25830;28.05.1998;NA;NA;NA;NA
25830;29.05.1998;NA;NA;NA;NA
25830;30.05.1998;NA;NA;NA;NA
25830;31.05.1998;NA;NA;NA;NA
25830;01.06.1998;NA;NA;NA;NA
25830;02.06.1998;NA;NA;NA;NA
25830;03.06.1998;NA;NA;NA;NA
25830;04.06.1998;NA;NA;NA;NA
25830;05.06.1998;NA;NA;NA;NA
25830;06.06.1998;NA;NA;NA;NA
25830;07.06.1998;NA;NA;NA;NA
25830;08.06.1998;NA;NA;NA;NA
25830;09.06.1998;NA;NA;NA;NA
25830;10.06.1998;NA;NA;NA;NA
25830;11.06.1998;NA;NA;NA;NA
25830;12.06.1998;NA;NA;NA;NA
25830;13.06.1998;NA;NA;NA;NA
25830;14.06.1998;NA;NA;NA;NA
25830;15.06.1998;NA;NA;NA;NA
25830;16.06.1998;NA;NA;NA;NA
25830;17.06.1998;NA;NA;NA;NA
25830;18.06.1998;NA;NA;NA;NA
25830;19.06.1998;NA;NA;NA;NA
25830;20.06.1998;NA;NA;NA;NA
25830;21.06.1998;NA;NA;NA;NA
25830;22.06.1998;NA;NA;NA;NA
25830;23.06.1998;NA;NA;NA;NA
25830;24.06.1998;NA;NA;NA;NA
25830;25.06.1998;NA;NA;NA;NA
25830;26.06.1998;NA;NA;NA;NA
25830;27.06.1998;NA;NA;NA;NA
25830;28.06.1998;NA;NA;NA;NA
25830;29.06.1998;NA;NA;NA;NA
25830;30.06.1998;NA;NA;NA;NA
25830;01.07.1998;NA;NA;NA;NA
25830;02.07.1998;NA;NA;NA;NA
25830;03.07.1998;NA;NA;NA;NA
25830;04.07.1998;NA;NA;NA;NA
25830;05.07.1998;NA;NA;NA;NA
25830;07.07.1998;NA;NA;NA;NA
25830;08.07.1998;NA;NA;NA;NA
25830;09.07.1998;NA;NA;NA;NA
25830;10.07.1998;NA;NA;NA;NA
25830;11.07.1998;NA;NA;NA;NA
25830;12.07.1998;NA;NA;NA;NA
25830;13.07.1998;NA;NA;NA;NA
25830;14.07.1998;NA;NA;NA;NA
25830;15.07.1998;NA;NA;NA;NA
25830;16.07.1998;NA;NA;NA;NA
25830;17.07.1998;NA;NA;NA;NA
25830;18.07.1998;NA;NA;NA;NA
25830;19.07.1998;NA;NA;NA;NA
25830;20.07.1998;NA;NA;NA;NA
25830;21.07.1998;NA;NA;NA;NA
25830;22.07.1998;NA;NA;NA;NA
25830;23.07.1998;NA;NA;NA;NA
25830;24.07.1998;NA;NA;NA;NA
25830;25.07.1998;NA;NA;NA;NA
25830;26.07.1998;NA;NA;NA;NA
25830;27.07.1998;NA;NA;NA;NA
25830;28.07.1998;NA;NA;NA;NA
25830;29.07.1998;NA;NA;NA;NA
25830;30.07.1998;NA;NA;NA;NA
25830;31.07.1998;NA;NA;NA;NA
25830;01.08.1998;NA;NA;NA;NA
25830;02.08.1998;NA;NA;NA;NA
25830;03.08.1998;NA;NA;NA;NA
25830;04.08.1998;NA;NA;NA;NA
25830;05.08.1998;NA;NA;NA;NA
25830;06.08.1998;NA;NA;NA;NA
25830;07.08.1998;NA;NA;NA;NA
25830;08.08.1998;NA;NA;NA;NA
25830;09.08.1998;NA;NA;NA;NA
25830;10.08.1998;NA;NA;NA;NA
25830;11.08.1998;NA;NA;NA;NA
25830;12.08.1998;NA;NA;NA;NA
25830;13.08.1998;NA;NA;NA;NA
25830;14.08.1998;NA;NA;NA;NA
25830;15.08.1998;NA;NA;NA;NA
25830;16.08.1998;NA;NA;NA;NA
25830;17.08.1998;NA;NA;NA;NA
25830;18.08.1998;NA;NA;NA;NA
25830;19.08.1998;NA;NA;NA;NA
25830;20.08.1998;NA;NA;NA;NA
25830;21.08.1998;NA;NA;NA;NA
25830;22.08.1998;NA;NA;NA;NA
25830;23.08.1998;NA;NA;NA;NA
25830;24.08.1998;NA;NA;NA;NA
25830;25.08.1998;NA;NA;NA;NA
25830;26.08.1998;NA;NA;NA;NA
25830;27.08.1998;NA;NA;NA;NA
25830;28.08.1998;NA;NA;NA;NA
25830;29.08.1998;NA;NA;NA;NA
25830;30.08.1998;NA;NA;NA;NA
25830;31.08.1998;NA;NA;NA;NA
25830;01.09.1998;NA;NA;NA;NA
25830;02.09.1998;NA;NA;NA;NA
25830;03.09.1998;NA;NA;NA;NA
25830;04.09.1998;NA;NA;NA;NA
25830;05.09.1998;NA;NA;NA;NA
25830;06.09.1998;NA;NA;NA;NA
25830;07.09.1998;NA;NA;NA;NA
25830;08.09.1998;NA;NA;NA;NA
25830;09.09.1998;NA;NA;NA;NA
25830;10.09.1998;NA;NA;NA;NA
25830;11.09.1998;NA;NA;NA;NA
25830;12.09.1998;NA;NA;NA;NA
25830;13.09.1998;NA;NA;NA;NA
25830;14.09.1998;NA;NA;NA;NA
25830;15.09.1998;NA;NA;NA;NA
25830;16.09.1998;NA;NA;NA;NA
25830;17.09.1998;NA;NA;NA;NA
25830;18.09.1998;NA;NA;NA;NA
25830;19.09.1998;NA;NA;NA;NA
25830;20.09.1998;NA;NA;NA;NA
25830;21.09.1998;NA;NA;NA;NA
25830;22.09.1998;NA;NA;NA;NA
25830;23.09.1998;NA;NA;NA;NA
25830;24.09.1998;NA;NA;NA;NA
25830;25.09.1998;NA;NA;NA;NA
25830;26.09.1998;NA;NA;NA;NA
25830;27.09.1998;NA;NA;NA;NA
25830;28.09.1998;NA;NA;NA;NA
25830;29.09.1998;NA;NA;NA;NA
25830;30.09.1998;NA;NA;NA;NA
25830;01.10.1998;NA;NA;NA;NA
25830;02.10.1998;NA;NA;NA;NA
25830;03.10.1998;NA;NA;NA;NA
25830;04.10.1998;NA;NA;NA;NA
25830;05.10.1998;NA;NA;NA;NA
25830;06.10.1998;NA;NA;NA;NA
25830;07.10.1998;NA;NA;NA;NA
25830;08.10.1998;NA;NA;NA;NA
25830;09.10.1998;NA;NA;NA;NA
25830;10.10.1998;NA;NA;NA;NA
25830;11.10.1998;NA;NA;NA;NA
25830;12.10.1998;NA;NA;NA;NA
25830;13.10.1998;NA;NA;NA;NA
25830;14.10.1998;NA;NA;NA;NA
25830;15.10.1998;NA;NA;NA;NA
25830;16.10.1998;NA;NA;NA;NA
25830;17.10.1998;NA;NA;NA;NA
25830;18.10.1998;NA;NA;NA;NA
25830;19.10.1998;NA;NA;NA;NA
25830;20.10.1998;NA;NA;NA;NA
25830;21.10.1998;NA;NA;NA;NA
25830;22.10.1998;NA;NA;NA;NA
25830;23.10.1998;NA;NA;NA;NA
25830;24.10.1998;NA;NA;NA;NA
25830;25.10.1998;NA;NA;NA;NA
25830;26.10.1998;NA;NA;NA;NA
25830;27.10.1998;NA;NA;NA;NA
25830;28.10.1998;NA;NA;NA;NA
25830;29.10.1998;NA;NA;NA;NA
25830;30.10.1998;NA;NA;NA;NA
25830;31.10.1998;NA;NA;NA;NA
25830;01.11.1998;NA;NA;NA;NA
25830;02.11.1998;NA;NA;NA;NA
25830;03.11.1998;NA;NA;NA;NA
25830;04.11.1998;NA;NA;NA;NA
25830;05.11.1998;NA;NA;NA;NA
25830;06.11.1998;NA;NA;NA;NA
25830;07.11.1998;NA;NA;NA;NA
25830;08.11.1998;NA;NA;NA;NA
25830;09.11.1998;NA;NA;NA;NA
25830;10.11.1998;NA;NA;NA;NA
25830;11.11.1998;NA;NA;NA;NA
25830;12.11.1998;NA;NA;NA;NA
25830;13.11.1998;NA;NA;NA;NA
25830;14.11.1998;NA;NA;NA;NA
25830;15.11.1998;NA;NA;NA;NA
25830;16.11.1998;NA;NA;NA;NA
25830;17.11.1998;NA;NA;NA;NA
25830;18.11.1998;NA;NA;NA;NA
25830;19.11.1998;NA;NA;NA;NA
25830;20.11.1998;NA;NA;NA;NA
25830;21.11.1998;NA;NA;NA;NA
25830;22.11.1998;NA;NA;NA;NA
25830;23.11.1998;NA;NA;NA;NA
25830;24.11.1998;NA;NA;NA;NA
25830;25.11.1998;NA;NA;NA;NA
25830;26.11.1998;NA;NA;NA;NA
25830;27.11.1998;NA;NA;NA;NA
25830;28.11.1998;NA;NA;NA;NA
25830;29.11.1998;NA;NA;NA;NA
25830;30.11.1998;NA;NA;NA;NA
25830;01.12.1998;NA;NA;NA;NA
25830;02.12.1998;NA;NA;NA;NA
25830;03.12.1998;NA;NA;NA;NA
25830;04.12.1998;NA;NA;NA;NA
25830;05.12.1998;NA;NA;NA;NA
25830;06.12.1998;NA;NA;NA;NA
25830;07.12.1998;NA;NA;NA;NA
25830;08.12.1998;NA;NA;NA;NA
25830;09.12.1998;NA;NA;NA;NA
25830;10.12.1998;NA;NA;NA;NA
25830;11.12.1998;NA;NA;NA;NA
25830;12.12.1998;NA;NA;NA;NA
25830;13.12.1998;NA;NA;NA;NA
25830;14.12.1998;NA;NA;NA;NA
25830;15.12.1998;NA;NA;NA;NA
25830;16.12.1998;NA;NA;NA;NA
25830;17.12.1998;NA;NA;NA;NA
25830;18.12.1998;NA;NA;NA;NA
25830;19.12.1998;NA;NA;NA;NA
25830;20.12.1998;NA;NA;NA;NA
25830;21.12.1998;NA;NA;NA;NA
25830;22.12.1998;NA;NA;NA;NA
25830;23.12.1998;NA;NA;NA;NA
25830;24.12.1998;NA;NA;NA;NA
25830;25.12.1998;NA;NA;NA;NA
25830;26.12.1998;NA;NA;NA;NA
25830;27.12.1998;NA;NA;NA;NA
25830;28.12.1998;NA;NA;NA;NA
25830;29.12.1998;NA;NA;NA;NA
25830;30.12.1998;NA;NA;NA;NA
25830;31.12.1998;NA;NA;NA;NA
25830;01.01.1999;NA;NA;NA;NA
25830;02.01.1999;NA;NA;NA;NA
25830;03.01.1999;NA;NA;NA;NA
25830;04.01.1999;NA;NA;NA;NA
25830;05.01.1999;NA;NA;NA;NA
25830;06.01.1999;NA;NA;NA;NA
25830;07.01.1999;NA;NA;NA;NA
25830;08.01.1999;NA;NA;NA;NA
25830;09.01.1999;NA;NA;NA;NA
25830;10.01.1999;NA;NA;NA;NA
25830;11.01.1999;NA;NA;NA;NA
25830;12.01.1999;NA;NA;NA;NA
25830;13.01.1999;NA;NA;NA;NA
25830;14.01.1999;NA;NA;NA;NA
25830;15.01.1999;NA;NA;NA;NA
25830;16.01.1999;NA;NA;NA;NA
25830;17.01.1999;NA;NA;NA;NA
25830;18.01.1999;NA;NA;NA;NA
25830;21.01.1999;NA;NA;NA;NA
25830;22.01.1999;NA;NA;NA;NA
25830;23.01.1999;NA;NA;NA;NA
25830;24.01.1999;NA;NA;NA;NA
25830;25.01.1999;NA;NA;NA;NA
25830;26.01.1999;NA;NA;NA;NA
25830;27.01.1999;NA;NA;NA;NA
25830;28.01.1999;NA;NA;NA;NA
25830;29.01.1999;NA;NA;NA;NA
25830;30.01.1999;NA;NA;NA;NA
25830;31.01.1999;NA;NA;NA;NA
25830;01.02.1999;NA;NA;NA;NA
25830;02.02.1999;NA;NA;NA;NA
25830;03.02.1999;NA;NA;NA;NA
25830;04.02.1999;NA;NA;NA;NA
25830;05.02.1999;NA;NA;NA;NA
25830;06.02.1999;NA;NA;NA;NA
25830;07.02.1999;NA;NA;NA;NA
25830;08.02.1999;NA;NA;NA;NA
25830;09.02.1999;NA;NA;NA;NA
25830;10.02.1999;NA;NA;NA;NA
25830;11.02.1999;NA;NA;NA;NA
25830;12.02.1999;NA;NA;NA;NA
25830;13.02.1999;NA;NA;NA;NA
25830;14.02.1999;NA;NA;NA;NA
25830;15.02.1999;NA;NA;NA;NA
25830;16.02.1999;NA;NA;NA;NA
25830;17.02.1999;NA;NA;NA;NA
25830;18.02.1999;NA;NA;NA;NA
25830;19.02.1999;NA;NA;NA;NA
25830;20.02.1999;NA;NA;NA;NA
25830;21.02.1999;NA;NA;NA;NA
25830;22.02.1999;NA;NA;NA;NA
25830;23.02.1999;NA;NA;NA;NA
25830;24.02.1999;NA;NA;NA;NA
25830;25.02.1999;NA;NA;NA;NA
25830;26.02.1999;NA;NA;NA;NA
25830;27.02.1999;NA;NA;NA;NA
25830;28.02.1999;NA;NA;NA;NA
25830;01.03.1999;NA;NA;NA;NA
25830;02.03.1999;NA;NA;NA;NA
25830;03.03.1999;NA;NA;NA;NA
25830;04.03.1999;NA;NA;NA;NA
25830;05.03.1999;NA;NA;NA;NA
25830;06.03.1999;NA;NA;NA;NA
25830;07.03.1999;NA;NA;NA;NA
25830;08.03.1999;NA;NA;NA;NA
25830;09.03.1999;NA;NA;NA;NA
25830;10.03.1999;NA;NA;NA;NA
25830;11.03.1999;NA;NA;NA;NA
25830;12.03.1999;NA;NA;NA;NA
25830;13.03.1999;NA;NA;NA;NA
25830;14.03.1999;NA;NA;NA;NA
25830;15.03.1999;NA;NA;NA;NA
25830;16.03.1999;NA;NA;NA;NA
25830;17.03.1999;NA;NA;NA;NA
25830;18.03.1999;NA;NA;NA;NA
25830;19.03.1999;NA;NA;NA;NA
25830;20.03.1999;NA;NA;NA;NA
25830;21.03.1999;NA;NA;NA;NA
25830;22.03.1999;NA;NA;NA;NA
25830;23.03.1999;NA;NA;NA;NA
25830;24.03.1999;NA;NA;NA;NA
25830;25.03.1999;NA;NA;NA;NA
25830;26.03.1999;NA;NA;NA;NA
25830;27.03.1999;NA;NA;NA;NA
25830;28.03.1999;NA;NA;NA;NA
25830;29.03.1999;NA;NA;NA;NA
25830;30.03.1999;NA;NA;NA;NA
25830;31.03.1999;NA;NA;NA;NA
25830;01.04.1999;NA;NA;NA;NA
25830;02.04.1999;NA;NA;NA;NA
25830;03.04.1999;NA;NA;NA;NA
25830;04.04.1999;NA;NA;NA;NA
25830;05.04.1999;NA;NA;NA;NA
25830;06.04.1999;NA;NA;NA;NA
25830;07.04.1999;NA;NA;NA;NA
25830;08.04.1999;NA;NA;NA;NA
25830;09.04.1999;NA;NA;NA;NA
25830;10.04.1999;NA;NA;NA;NA
25830;11.04.1999;NA;NA;NA;NA
25830;12.04.1999;NA;NA;NA;NA
25830;13.04.1999;NA;NA;NA;NA
25830;14.04.1999;NA;NA;NA;NA
25830;15.04.1999;NA;NA;NA;NA
25830;16.04.1999;NA;NA;NA;NA
25830;17.04.1999;NA;NA;NA;NA
25830;18.04.1999;NA;NA;NA;NA
25830;19.04.1999;NA;NA;NA;NA
25830;20.04.1999;NA;NA;NA;NA
25830;21.04.1999;NA;NA;NA;NA
25830;22.04.1999;NA;NA;NA;NA
25830;23.04.1999;NA;NA;NA;NA
25830;24.04.1999;NA;NA;NA;NA
25830;25.04.1999;NA;NA;NA;NA
25830;26.04.1999;NA;NA;NA;NA
25830;27.04.1999;NA;NA;NA;NA
25830;28.04.1999;NA;NA;NA;NA
25830;29.04.1999;NA;NA;NA;NA
25830;30.04.1999;NA;NA;NA;NA
25830;01.05.1999;NA;NA;NA;NA
25830;02.05.1999;NA;NA;NA;NA
25830;03.05.1999;NA;NA;NA;NA
25830;04.05.1999;NA;NA;NA;NA
25830;05.05.1999;NA;NA;NA;NA
25830;06.05.1999;NA;NA;NA;NA
25830;07.05.1999;NA;NA;NA;NA
25830;08.05.1999;NA;NA;NA;NA
25830;09.05.1999;NA;NA;NA;NA
25830;10.05.1999;NA;NA;NA;NA
25830;11.05.1999;NA;NA;NA;NA
25830;12.05.1999;NA;NA;NA;NA
25830;13.05.1999;NA;NA;NA;NA
25830;14.05.1999;NA;NA;NA;NA
25830;15.05.1999;NA;NA;NA;NA
25830;16.05.1999;NA;NA;NA;NA
25830;17.05.1999;NA;NA;NA;NA
25830;18.05.1999;NA;NA;NA;NA
25830;19.05.1999;NA;NA;NA;NA
25830;20.05.1999;NA;NA;NA;NA
25830;21.05.1999;NA;NA;NA;NA
25830;22.05.1999;NA;NA;NA;NA
25830;23.05.1999;NA;NA;NA;NA
25830;24.05.1999;NA;NA;NA;NA
25830;25.05.1999;NA;NA;NA;NA
25830;26.05.1999;NA;NA;NA;NA
25830;27.05.1999;NA;NA;NA;NA
25830;28.05.1999;NA;NA;NA;NA
25830;29.05.1999;NA;NA;NA;NA
25830;30.05.1999;NA;NA;NA;NA
25830;31.05.1999;NA;NA;NA;NA
25830;01.06.1999;NA;NA;NA;NA
25830;02.06.1999;NA;NA;NA;NA
25830;03.06.1999;NA;NA;NA;NA
25830;04.06.1999;NA;NA;NA;NA
25830;05.06.1999;NA;NA;NA;NA
25830;06.06.1999;NA;NA;NA;NA
25830;07.06.1999;NA;NA;NA;NA
25830;08.06.1999;NA;NA;NA;NA
25830;09.06.1999;NA;NA;NA;NA
25830;10.06.1999;NA;NA;NA;NA
25830;11.06.1999;NA;NA;NA;NA
25830;12.06.1999;NA;NA;NA;NA
25830;13.06.1999;NA;NA;NA;NA
25830;14.06.1999;NA;NA;NA;NA
25830;15.06.1999;NA;NA;NA;NA
25830;16.06.1999;NA;NA;NA;NA
25830;17.06.1999;NA;NA;NA;NA
25830;18.06.1999;NA;NA;NA;NA
25830;19.06.1999;NA;NA;NA;NA
25830;20.06.1999;NA;NA;NA;NA
25830;21.06.1999;NA;NA;NA;NA
25830;22.06.1999;NA;NA;NA;NA
25830;23.06.1999;NA;NA;NA;NA
25830;24.06.1999;NA;NA;NA;NA
25830;25.06.1999;NA;NA;NA;NA
25830;26.06.1999;NA;NA;NA;NA
25830;27.06.1999;NA;NA;NA;NA
25830;28.06.1999;NA;NA;NA;NA
25830;29.06.1999;NA;NA;NA;NA
25830;30.06.1999;NA;NA;NA;NA
25830;01.07.1999;NA;NA;NA;NA
25830;02.07.1999;NA;NA;NA;NA
25830;03.07.1999;NA;NA;NA;NA
25830;04.07.1999;NA;NA;NA;NA
25830;05.07.1999;NA;NA;NA;NA
25830;06.07.1999;NA;NA;NA;NA
25830;07.07.1999;NA;NA;NA;NA
25830;08.07.1999;NA;NA;NA;NA
25830;09.07.1999;NA;NA;NA;NA
25830;10.07.1999;NA;NA;NA;NA
25830;11.07.1999;NA;NA;NA;NA
25830;12.07.1999;NA;NA;NA;NA
25830;13.07.1999;NA;NA;NA;NA
25830;14.07.1999;NA;NA;NA;NA
25830;15.07.1999;NA;NA;NA;NA
25830;16.07.1999;NA;NA;NA;NA
25830;17.07.1999;NA;NA;NA;NA
25830;18.07.1999;NA;NA;NA;NA
25830;19.07.1999;NA;NA;NA;NA
25830;20.07.1999;NA;NA;NA;NA
25830;21.07.1999;NA;NA;NA;NA
25830;22.07.1999;NA;NA;NA;NA
25830;23.07.1999;NA;NA;NA;NA
25830;24.07.1999;NA;NA;NA;NA
25830;25.07.1999;NA;NA;NA;NA
25830;26.07.1999;NA;NA;NA;NA
25830;27.07.1999;NA;NA;NA;NA
25830;28.07.1999;NA;NA;NA;NA
25830;29.07.1999;NA;NA;NA;NA
25830;30.07.1999;NA;NA;NA;NA
25830;31.07.1999;NA;NA;NA;NA
25830;01.08.1999;NA;NA;NA;NA
25830;02.08.1999;NA;NA;NA;NA
25830;03.08.1999;NA;NA;NA;NA
25830;04.08.1999;NA;NA;NA;NA
25830;05.08.1999;NA;NA;NA;NA
25830;06.08.1999;NA;NA;NA;NA
25830;07.08.1999;NA;NA;NA;NA
25830;08.08.1999;NA;NA;NA;NA
25830;09.08.1999;NA;NA;NA;NA
25830;10.08.1999;NA;NA;NA;NA
25830;11.08.1999;NA;NA;NA;NA
25830;12.08.1999;NA;NA;NA;NA
25830;13.08.1999;NA;NA;NA;NA
25830;14.08.1999;NA;NA;NA;NA
25830;15.08.1999;NA;NA;NA;NA
25830;16.08.1999;NA;NA;NA;NA
25830;17.08.1999;NA;NA;NA;NA
25830;18.08.1999;NA;NA;NA;NA
25830;19.08.1999;NA;NA;NA;NA
25830;20.08.1999;NA;NA;NA;NA
25830;21.08.1999;NA;NA;NA;NA
25830;22.08.1999;NA;NA;NA;NA
25830;23.08.1999;NA;NA;NA;NA
25830;24.08.1999;NA;NA;NA;NA
25830;25.08.1999;NA;NA;NA;NA
25830;26.08.1999;NA;NA;NA;NA
25830;27.08.1999;NA;NA;NA;NA
25830;28.08.1999;NA;NA;NA;NA
25830;29.08.1999;NA;NA;NA;NA
25830;30.08.1999;NA;NA;NA;NA
25830;31.08.1999;NA;NA;NA;NA
25830;01.09.1999;NA;NA;NA;NA
25830;02.09.1999;NA;NA;NA;NA
25830;03.09.1999;NA;NA;NA;NA
25830;04.09.1999;NA;NA;NA;NA
25830;05.09.1999;NA;NA;NA;NA
25830;06.09.1999;NA;NA;NA;NA
25830;07.09.1999;NA;NA;NA;NA
25830;08.09.1999;NA;NA;NA;NA
25830;09.09.1999;NA;NA;NA;NA
