Stnr;Dato;RR;TAM;TAN;TAX
25840;09.03.1985;0;-5.2;-20;0
25840;10.03.1985;1.6;-2.3;-5.3;2.5
25840;11.03.1985;0.6;-4.9;-6;-4
25840;12.03.1985;3.5;-2.5;-4;-0.8
25840;13.03.1985;1.3;-4.5;-5.1;-1.6
25840;14.03.1985;5.7;-7.9;-8.1;-5.1
25840;15.03.1985;0.1;-12.3;-17;-6.5
25840;16.03.1985;0;-18.1;-24.9;-12.2
25840;17.03.1985;0;-12.8;-16;-7
25840;18.03.1985;0;-17.4;-24;-8.5
25840;19.03.1985;0;-15.1;-22.4;-8.5
25840;20.03.1985;0;-8.9;-13.2;-7.7
25840;21.03.1985;0.3;-7.8;-9.5;-7
25840;22.03.1985;0.2;-6.4;-8.2;-5
25840;23.03.1985;0.4;-6;-7.5;-5
25840;24.03.1985;3.2;-6.2;-6.9;-5.3
25840;25.03.1985;0.4;-5.3;-6.8;-4.1
25840;26.03.1985;0.6;-6.8;-8.4;-4.9
25840;27.03.1985;0.3;-9.7;-10.6;-5.4
25840;28.03.1985;0.2;-13.7;-14.7;-10.5
25840;29.03.1985;0;-12.3;-17;-10.7
25840;30.03.1985;4.4;-8.5;-10.7;-7
25840;31.03.1985;0.1;-8.4;-15.5;-2.3
25840;01.04.1985;0;-5.7;-15.1;0.6
25840;02.04.1985;6.1;-4.8;-7;-1
25840;03.04.1985;0.1;-8.3;-11.5;-5
25840;04.04.1985;1;-3.9;-7;0
25840;05.04.1985;0.1;-6;-11;-1
25840;06.04.1985;3.9;-7.3;-7.7;-5.3
25840;07.04.1985;0.7;-3.4;-7.7;1
25840;08.04.1985;1;-2.3;-5.9;0.6
25840;09.04.1985;0.2;-9.1;-13;-2.1
25840;10.04.1985;0;-12.3;-22;1.1
25840;11.04.1985;0;-10;-15.6;-7.2
25840;12.04.1985;0;-6.4;-9.5;-4.6
25840;13.04.1985;2.2;-3.6;-5.2;-2.5
25840;14.04.1985;11.8;-2.7;-4.1;-1.1
25840;15.04.1985;0.1;-8.6;-15.2;-2
25840;16.04.1985;0;-4.6;-13.9;2.5
25840;17.04.1985;1.1;-2.9;-4.1;-1
25840;18.04.1985;4.8;-3.1;-4.1;-1.8
25840;19.04.1985;5;-3.7;-4.5;-3
25840;20.04.1985;4.7;-2.7;-4.7;-0.3
25840;21.04.1985;0.9;-2.7;-4.2;1.4
25840;22.04.1985;0;-3.2;-4.1;-1
25840;23.04.1985;0;-7.3;-11.4;-3
25840;24.04.1985;0.2;-8.1;-10.9;-4.2
25840;25.04.1985;0.3;-9.8;-14.5;-5.2
25840;26.04.1985;0;-10.6;-13;-6.9
25840;27.04.1985;1.5;-8.5;-9.9;-7.5
25840;28.04.1985;2.1;-6.1;-9;-3.2
25840;29.04.1985;0.8;-3.9;-5.7;-2
25840;30.04.1985;0;-7.6;-17.7;2.5
25840;01.05.1985;0;-7.3;-16.2;-1.4
25840;02.05.1985;0.3;0.3;-2.6;4.6
25840;03.05.1985;0.3;-2.2;-2.9;1.6
25840;04.05.1985;0.7;-3.1;-4.6;1.2
25840;05.05.1985;0;-4.2;-7.3;-2.1
25840;06.05.1985;1.4;-1.9;-4;0.3
25840;07.05.1985;0;0.7;-0.5;1.8
25840;08.05.1985;2.3;2.2;0.2;5.5
25840;09.05.1985;0;1.7;-0.6;5
25840;10.05.1985;0;0.2;-3.7;6.1
25840;11.05.1985;0;0.6;-5.9;7.6
25840;12.05.1985;0;1.3;-6;8.1
25840;13.05.1985;0;1.1;-6.2;9.3
25840;14.05.1985;0;1.9;-5.8;8.2
25840;15.05.1985;0;3.1;0.5;8
25840;16.05.1985;0;2.9;-2;6.5
25840;17.05.1985;1;4.3;2.1;7.7
25840;18.05.1985;0;5.3;1.8;10.3
25840;19.05.1985;0;4.4;-1.2;8.2
25840;20.05.1985;0;4.3;-0.8;10
25840;21.05.1985;0;4.2;-3.1;9.8
25840;22.05.1985;0.1;0.7;-2.2;6.1
25840;23.05.1985;0;-0.7;-2.5;2.5
25840;24.05.1985;0;-1.9;-6.1;2.2
25840;25.05.1985;5.5;2.7;0.4;5.2
25840;26.05.1985;7.4;5.1;3;7.2
25840;27.05.1985;1.8;4.9;-0.6;8.3
25840;28.05.1985;3.1;6.3;4.7;11
25840;29.05.1985;0.8;2.4;0.8;8.2
25840;30.05.1985;0;2;-2.8;5.5
25840;31.05.1985;0;5.1;-3.5;11.6
25840;01.06.1985;0;7.6;1.6;12.3
25840;02.06.1985;0;4.9;3;7.9
25840;03.06.1985;0;4.7;-3.5;10
25840;04.06.1985;0;5.5;1.2;9.1
25840;05.06.1985;0;4.3;-0.2;10.6
25840;06.06.1985;15.1;1.7;1;5.8
25840;07.06.1985;1.3;3;0.3;6.2
25840;08.06.1985;1.5;2.8;1.1;5.5
25840;09.06.1985;0.4;2.3;0.2;5.3
25840;10.06.1985;0.3;3.3;0.5;6.1
25840;11.06.1985;5.4;3.2;1.7;5.7
25840;12.06.1985;0.4;3.9;1.7;6.9
25840;13.06.1985;1;5.4;3;8.9
25840;14.06.1985;0.8;4.4;3;7.7
25840;15.06.1985;3.3;5.9;3.1;10.7
25840;16.06.1985;1.5;6.8;3.7;10.3
25840;17.06.1985;0;6.3;2.3;9.1
25840;18.06.1985;0;5.6;1;11
25840;19.06.1985;0.8;6.8;1.5;13.6
25840;20.06.1985;0.1;8.5;2.1;13
25840;21.06.1985;0;7.9;4.6;11
25840;22.06.1985;1.2;8.1;5.5;11.6
25840;23.06.1985;6.3;9.2;6.8;11.2
25840;24.06.1985;3.2;10.1;6.4;14.2
25840;25.06.1985;0;7.5;5.8;13
25840;26.06.1985;6;5.3;4;8.7
25840;27.06.1985;9.8;6;3.3;9
25840;28.06.1985;3.1;7.1;5;9.6
25840;29.06.1985;1.1;6.7;5.3;10
25840;30.06.1985;9.2;5.4;4.2;6.5
25840;01.07.1985;12.7;6.1;3.5;8.7
25840;02.07.1985;0.5;7.1;3.5;10.2
25840;03.07.1985;0;8.6;6.2;12.6
25840;04.07.1985;5.6;8.8;7.5;10.6
25840;05.07.1985;0.1;11.1;4.1;16.4
25840;06.07.1985;0;12.8;9.7;16
25840;07.07.1985;0;8.7;7.8;15.5
25840;08.07.1985;3.8;9.4;7.6;11.2
25840;09.07.1985;4.9;8.5;6.9;12.8
25840;10.07.1985;13.9;7.8;7;10.2
25840;11.07.1985;0.9;7.7;5.5;9.3
25840;12.07.1985;0.7;8.4;6.4;10.2
25840;13.07.1985;9.5;5.5;4.5;8.9
25840;14.07.1985;3.4;5.3;2.2;8.2
25840;15.07.1985;17.3;5.4;4.3;8.9
25840;16.07.1985;7.8;5.3;2.5;8.7
25840;17.07.1985;7.4;6.5;4.8;8.1
25840;18.07.1985;1.8;7.7;5.2;9.5
25840;19.07.1985;6.4;4.6;3.5;9.5
25840;20.07.1985;10.4;5.3;2.5;9.2
25840;21.07.1985;0.5;3.8;3.2;6
25840;22.07.1985;6.2;3.6;2.5;5.1
25840;23.07.1985;2;3.9;0.6;8.1
25840;24.07.1985;0.1;6.2;2.6;9
25840;25.07.1985;1.1;8.1;1.1;12.4
25840;26.07.1985;0;9.5;3.2;16.5
25840;27.07.1985;0;12.5;10;15
25840;28.07.1985;0;9.7;5;14.3
25840;29.07.1985;0;10.3;6.3;15
25840;30.07.1985;1.1;10.2;8;13.2
25840;31.07.1985;1.3;9.9;8;12.5
25840;01.08.1985;3.4;6.6;6;11
25840;02.08.1985;0.6;5;2.6;7.2
25840;03.08.1985;0.2;6.1;5;7.5
25840;04.08.1985;3;5.2;4;7.4
25840;05.08.1985;1.1;4.6;1.6;7.5
25840;06.08.1985;3;6.9;5;8
25840;07.08.1985;5.1;6;5.3;8
25840;08.08.1985;2.7;7.1;1.2;12
25840;09.08.1985;0;7.4;5;11
25840;10.08.1985;4.1;8.7;6.5;11.3
25840;11.08.1985;0.8;5.9;4.9;9.8
25840;12.08.1985;3.3;5.3;3.1;8.7
25840;13.08.1985;6.4;5.2;2.8;7.8
25840;14.08.1985;1.3;6.6;3.8;9
25840;15.08.1985;5.4;7.8;7;9
25840;16.08.1985;0.8;7.6;3.2;11.6
25840;17.08.1985;0;10.1;3.4;14.8
25840;18.08.1985;0;11;3.6;15.8
25840;19.08.1985;0;9.4;7.8;13.5
25840;20.08.1985;6.4;8.7;7;12
25840;21.08.1985;2.7;7.3;6;10.9
25840;22.08.1985;8.5;5.8;5.5;7.5
25840;23.08.1985;6.3;3.9;3;5.7
25840;24.08.1985;3.2;3.9;2.5;5.4
25840;25.08.1985;26.8;6;4.2;8.9
25840;26.08.1985;1.9;4.7;3;6.6
25840;27.08.1985;6.3;4.4;2.9;7.1
25840;28.08.1985;15.3;8.2;4.9;10.7
25840;29.08.1985;10.6;2.5;1.5;6.8
25840;30.08.1985;3;4.5;2.2;8
25840;31.08.1985;4.4;6.4;5;8.5
25840;01.09.1985;1.8;6.4;5.5;8.5
25840;02.09.1985;3;3.4;3.1;6.3
25840;03.09.1985;0.1;2;0.5;3.7
25840;04.09.1985;9.5;2.3;1.7;4.1
25840;05.09.1985;1.2;0.3;-1.9;2.9
25840;06.09.1985;0.1;0.2;-0.1;1.6
25840;07.09.1985;0.3;0.3;-0.7;2
25840;08.09.1985;0;2.5;0.7;4
25840;09.09.1985;0.9;3.9;-0.1;8.3
25840;10.09.1985;0;3.6;0.3;5.2
25840;11.09.1985;1.2;3.4;1.8;5
25840;12.09.1985;0.3;3;-0.8;7.9
25840;13.09.1985;0.3;5.1;3.6;6.7
25840;14.09.1985;2.8;3.4;2.8;5.1
25840;15.09.1985;5;2.1;1.2;4.3
25840;16.09.1985;14.1;-0.4;-0.7;1.4
25840;17.09.1985;1.9;-0.5;-2.6;1.1
25840;18.09.1985;1.8;0.2;-0.1;1.1
25840;19.09.1985;2.1;0.7;0;3.5
25840;20.09.1985;21.1;-0.8;-1.4;1.7
25840;21.09.1985;14.6;-0.9;-1.5;0.4
25840;22.09.1985;0.1;-2.3;-3;-1.3
25840;23.09.1985;0;-2.8;-5.3;2.5
25840;24.09.1985;0;-2.6;-5.3;-0.2
25840;25.09.1985;0;-2.1;-5.8;2.7
25840;26.09.1985;0;-0.3;-8.3;4.5
25840;27.09.1985;0.7;1.7;1.1;3.1
25840;28.09.1985;8.4;-2.1;-2.8;2.5
25840;29.09.1985;0.3;0.9;-3.1;4.2
25840;30.09.1985;9;6.7;3.6;9.2
25840;01.10.1985;25.6;7.6;6.1;10
25840;02.10.1985;24.4;9.6;5.6;11.7
25840;03.10.1985;0.1;7.7;6.5;10.5
25840;04.10.1985;15.8;4.9;4;9
25840;05.10.1985;8.7;4.4;3.7;5.4
25840;06.10.1985;2.3;4.8;3.5;6
25840;07.10.1985;6.3;3.6;2.4;6.6
25840;08.10.1985;26.1;2;0.9;5
25840;09.10.1985;0.7;0.6;0.1;1.3
25840;10.10.1985;4.2;0;-0.6;1.4
25840;11.10.1985;6.1;1.7;-1.2;3.4
25840;12.10.1985;10.1;-2.1;-2.6;2
25840;13.10.1985;0.1;-0.1;-2.9;1.9
25840;14.10.1985;1.3;4.1;1.9;5
25840;15.10.1985;1.1;6;4.7;6.8
25840;16.10.1985;0.1;3.5;2.8;5.6
25840;17.10.1985;0.1;1.5;1;3.7
25840;18.10.1985;0.5;-0.4;-0.9;1.9
25840;19.10.1985;0.4;-0.9;-1.3;-0.2
25840;20.10.1985;0.9;0.9;-0.6;1.8
25840;21.10.1985;4.1;1.5;1;2.6
25840;22.10.1985;1.4;0.6;-1.3;2.4
25840;23.10.1985;0;1.4;-2.1;2.5
25840;24.10.1985;0;5.7;2;8.8
25840;25.10.1985;0.1;-0.2;-2.8;5.1
25840;26.10.1985;0.1;-0.4;-3.9;1.6
25840;27.10.1985;0;0.2;-3.4;2.6
25840;28.10.1985;0;-1.3;-2.8;0.8
25840;29.10.1985;0.1;-0.5;-1.1;0.1
25840;30.10.1985;1;0;-1.2;1.5
25840;31.10.1985;5.5;-5.8;-8;-0.9
25840;01.11.1985;0;-5.4;-11;-2.8
25840;02.11.1985;0.4;-8.2;-8.8;-5.5
25840;03.11.1985;0.3;-7;-8;-6
25840;04.11.1985;0.6;-3.3;-7.4;-1.2
25840;05.11.1985;4.6;-2.6;-4.1;0.7
25840;06.11.1985;8.7;-3.9;-5;-2.2
25840;07.11.1985;4.6;-6.1;-6.6;-4.8
25840;08.11.1985;0;-6.3;-8.1;-3.5
25840;09.11.1985;3.1;-4.9;-6.9;-3.4
25840;10.11.1985;10.9;-8;-8.9;-1.9
25840;11.11.1985;0.3;-6.2;-8.9;-5.4
25840;12.11.1985;0.1;-9.8;-11.5;-6
25840;13.11.1985;0;-8.7;-15.5;-5
25840;14.11.1985;0;-12.6;-15.9;-5
25840;15.11.1985;0.2;-11.4;-15.2;-8.6
25840;16.11.1985;0;-12.6;-14.6;-11
25840;17.11.1985;0.2;-9.2;-13;-7.7
25840;18.11.1985;0.2;-10;-11.5;-7.7
25840;19.11.1985;0;-11.1;-15.3;-4.7
25840;20.11.1985;0;-15.6;-17.8;-10.9
25840;21.11.1985;0;-10.7;-16;-8
25840;22.11.1985;0;-9;-11;-5.5
25840;23.11.1985;0;-13.3;-17.5;-9.7
25840;24.11.1985;0;-8.6;-14.5;-6.5
25840;25.11.1985;0;-8.8;-11.6;-6.9
25840;26.11.1985;0;-12.6;-18.4;-8.3
25840;27.11.1985;0;-19.1;-20.9;-10.5
25840;28.11.1985;0;-19.8;-22.3;-14.8
25840;29.11.1985;0;-22.1;-25;-18.9
25840;30.11.1985;0.3;-9.3;-18.9;-8.2
25840;01.12.1985;0.1;-10.4;-15;-8.4
25840;02.12.1985;4.8;-5.9;-13.5;-0.6
25840;03.12.1985;10.5;-0.1;-1;2.3
25840;04.12.1985;10.2;-2.5;-5.6;0.2
25840;05.12.1985;2.5;-12.3;-15.2;-5.3
25840;06.12.1985;1.8;-11.5;-14.9;-10.5
25840;07.12.1985;3.8;-24;-27;-11.5
25840;08.12.1985;0.1;-22.6;-27;-19.7
25840;09.12.1985;0;-15.1;-24.9;-9.5
25840;10.12.1985;1.3;-18.7;-22.2;-15
25840;11.12.1985;0;-4.9;-20.5;-1.7
25840;12.12.1985;0.1;-1.5;-2.2;-0.5
25840;13.12.1985;9.5;-2;-3.2;-1
25840;14.12.1985;6.6;-6.1;-7.2;-2.5
25840;15.12.1985;10.6;-4.1;-7.2;0.1
25840;16.12.1985;5.8;-7.1;-10.8;-1
25840;17.12.1985;8.7;-19.6;-24.7;-10.8
25840;18.12.1985;0.5;-8.2;-13.5;-7.3
25840;19.12.1985;3;-6.5;-8.4;-4.3
25840;20.12.1985;0.4;-8;-14.3;-4.1
25840;21.12.1985;4.3;0.2;-4.2;1.8
25840;22.12.1985;22.9;-3.1;-3.6;-0.1
25840;23.12.1985;1.1;-3.8;-4.3;-2.5
25840;24.12.1985;8.7;-4.7;-7;-2.5
25840;25.12.1985;0.7;-14.9;-18.7;-7
25840;26.12.1985;0.1;-16.6;-21.3;-11.1
25840;27.12.1985;0;-12.2;-14.8;-9.6
25840;28.12.1985;0.5;-14.7;-17.5;-11.1
25840;29.12.1985;0.8;-18.9;-28.6;-13.4
25840;30.12.1985;0.1;-15;-17.5;-12.1
25840;31.12.1985;0;-20;-23.2;-14.6
25840;01.01.1986;0;-17.8;-22.9;-15
25840;02.01.1986;2.2;-15.3;-17.8;-14.5
25840;03.01.1986;0.1;-15.1;-19;-13.3
25840;04.01.1986;0;-23.9;-24.7;-17
25840;05.01.1986;0;-15.2;-26.9;-11
25840;06.01.1986;0;-14.4;-17;-10.6
25840;07.01.1986;0.1;-19.7;-24;-13.4
25840;08.01.1986;0;-27.3;-31.7;-23
25840;09.01.1986;0;-26.8;-30.4;-24
25840;10.01.1986;0;-15;-26.5;-13.3
25840;11.01.1986;7.9;-12.1;-17.8;-7.3
25840;12.01.1986;7;-6.2;-10.1;-4.5
25840;13.01.1986;2.6;-8;-11.2;-4.1
25840;14.01.1986;4.3;-11;-13.2;-7.9
25840;15.01.1986;1.9;-19.2;-21.5;-12.7
25840;16.01.1986;0.1;-12.8;-24.8;-11.5
25840;17.01.1986;0.3;-12.8;-13.8;-11.3
25840;18.01.1986;1.7;-8.6;-14.4;-5.7
25840;19.01.1986;2.7;-6.8;-8.5;-4.8
25840;20.01.1986;1.2;-6.6;-13.6;-5.4
25840;21.01.1986;3.3;-4.5;-7;-3
25840;22.01.1986;7.7;-7.1;-9.5;-4.6
25840;23.01.1986;5.5;-9.4;-12.9;-5.7
25840;24.01.1986;0.2;-9.6;-13.8;-7.4
25840;25.01.1986;0.1;-10.4;-12.5;-7.4
25840;26.01.1986;0;-20;-22.9;-10.1
25840;27.01.1986;0;-25.1;-27;-19.5
25840;28.01.1986;0;-14.4;-27;-11.2
25840;29.01.1986;6.7;-12.6;-14;-10.8
25840;30.01.1986;1.6;-12.9;-14.1;-11
25840;31.01.1986;0.3;-11.8;-15;-9.9
25840;01.02.1986;1;-13;-14.5;-10.8
25840;02.02.1986;0.3;-11.9;-14;-9.4
25840;03.02.1986;0;-12.4;-15.7;-5.7
25840;04.02.1986;0;-10.4;-20.1;-4.8
25840;05.02.1986;0;-15.3;-18.5;-4.5
25840;06.02.1986;0;-18.2;-22.9;-7
25840;07.02.1986;0;-19.2;-23;-12.8
25840;08.02.1986;0;-19.9;-26.4;-12.1
25840;09.02.1986;0.2;-14.3;-18.1;-10.5
25840;10.02.1986;0;-9.4;-19.5;-6.8
25840;11.02.1986;0;-8.7;-9.8;-7.5
25840;12.02.1986;0;-9.8;-12.3;-7.4
25840;13.02.1986;0;-6.8;-12.7;-5.4
25840;14.02.1986;0;-10.4;-11.6;-5.9
25840;15.02.1986;0.1;-15.4;-20.6;-8.3
25840;16.02.1986;0;-18.4;-23.3;-11.6
25840;17.02.1986;0;-19;-23.2;-12.3
25840;18.02.1986;0;-17;-25;-12.9
25840;19.02.1986;0;-20.5;-25.2;-13.5
25840;20.02.1986;0;-13.7;-21.1;-10.7
25840;21.02.1986;0.1;-12.6;-13.8;-9.7
25840;22.02.1986;0.1;-17.6;-21;-11.9
25840;23.02.1986;0;-11.9;-24.8;-8.1
25840;24.02.1986;0.1;-20.7;-27;-8.4
25840;25.02.1986;0;-12.2;-20.1;-8.3
25840;26.02.1986;0;-10.2;-17;-9
25840;27.02.1986;0.7;-12.5;-18.2;-7
25840;28.02.1986;0;-11.5;-20;-9.9
25840;01.03.1986;1;-9.1;-10.6;-8.9
25840;02.03.1986;1.9;-6.5;-9;-4.6
25840;03.03.1986;1;-6.2;-8.3;-3.6
25840;04.03.1986;6.5;-6.8;-8.4;-4.5
25840;05.03.1986;5.9;-4.2;-7.5;-1
25840;06.03.1986;9.4;-4.2;-5;-3.1
25840;07.03.1986;1;-3.8;-6;-2.5
25840;08.03.1986;3;-2.5;-3.9;-0.5
25840;09.03.1986;0.1;-5.3;-6.8;-3.2
25840;10.03.1986;1.5;-5.8;-6.2;-4.6
25840;11.03.1986;0.5;-8.4;-9.6;-6
25840;12.03.1986;0;-14.8;-22.5;-5.5
25840;13.03.1986;0;-9.9;-14;-7.4
25840;14.03.1986;0;-5.9;-8.1;-4.3
25840;15.03.1986;0;-5.3;-6.7;-3.9
25840;16.03.1986;0;-5.5;-8;-2.5
25840;17.03.1986;0;-8;-9;-6.7
25840;18.03.1986;3.4;-6.3;-7.8;-4.7
25840;19.03.1986;1.4;-2.3;-5.4;-0.3
25840;20.03.1986;0.8;-4.8;-7.1;-2.2
25840;21.03.1986;0.9;-4.8;-6.6;-4
25840;22.03.1986;2.4;-4.2;-5.7;-3.5
25840;23.03.1986;1;-5.9;-6.7;-1
25840;24.03.1986;29.4;-7.2;-8;-5.5
25840;25.03.1986;0.1;-7.5;-9;-4.9
25840;26.03.1986;0;-6;-8.9;-2.5
25840;27.03.1986;1;-5.6;-6.5;-4
25840;28.03.1986;5;-5.1;-7;-3
25840;29.03.1986;0;-5.5;-8.5;-4
25840;30.03.1986;7.8;-4.7;-5.2;-4
25840;31.03.1986;0.6;-5;-5.5;-3
25840;01.04.1986;1.5;-7.8;-13.3;-5.5
25840;02.04.1986;1.5;-5.6;-6.8;-3.1
25840;03.04.1986;0;-7.2;-12;-1.5
25840;04.04.1986;0;-8.2;-12;-3.3
25840;05.04.1986;0;-8.1;-12;-2.9
25840;06.04.1986;1;-9.2;-12;-6.1
25840;07.04.1986;0.7;-12.6;-17.5;-5
25840;08.04.1986;0;-11.8;-19.2;-3.6
25840;09.04.1986;0;-5.9;-14;0
25840;10.04.1986;0;-14.8;-20;-7.5
25840;11.04.1986;0;-13.8;-22.9;-8.2
25840;12.04.1986;0.3;-8.6;-11.3;-4.6
25840;13.04.1986;0.3;-11.6;-14.8;-4.1
25840;14.04.1986;0;-17.4;-25.8;-6.5
25840;15.04.1986;0;-11.9;-16.5;-9.2
25840;16.04.1986;0.1;-9.9;-10.8;-8.6
25840;17.04.1986;1.1;-7.9;-9.8;-1.1
25840;18.04.1986;0;-4.4;-9;0.5
25840;19.04.1986;0;-6.7;-15;-2.1
25840;20.04.1986;0;-5.7;-7.2;-3.4
25840;21.04.1986;0.4;-7.3;-9.1;-5.5
25840;22.04.1986;0;-7;-7;-6
25840;23.04.1986;0.7;-3;-7;-0.2
25840;24.04.1986;1.1;-1.8;-4.3;0.5
25840;25.04.1986;0.8;-1.4;-2;-0.2
25840;26.04.1986;0;-5;-12.5;4
25840;27.04.1986;0;1;-1.5;4
25840;28.04.1986;4;0.1;-0.5;2
25840;29.04.1986;6;1.1;0.3;2
25840;30.04.1986;4.9;-2.3;-3.2;1.7
25840;01.05.1986;0.5;2.3;-2.2;5.2
25840;02.05.1986;0.7;4.5;3.5;7.4
25840;03.05.1986;0;3.1;0.6;5
25840;04.05.1986;0;4.4;1.1;6.5
25840;05.05.1986;0;4.3;3.2;7.4
25840;06.05.1986;0;3.2;2.7;5
25840;07.05.1986;0;3.9;2;7.8
25840;08.05.1986;0.5;2.1;1;4.6
25840;09.05.1986;11;0.2;-0.4;1.2
25840;10.05.1986;0;0.2;-0.3;1.7
25840;11.05.1986;5.8;1.5;0.2;3.1
25840;12.05.1986;1.2;0.6;-0.4;3.2
25840;13.05.1986;3.8;1.3;-1;2.7
25840;14.05.1986;0.6;-0.1;-0.6;3.5
25840;15.05.1986;1.1;-0.2;-1.4;1
25840;16.05.1986;5;-0.4;-1.3;1.3
25840;17.05.1986;4;-2;-3.4;-0.2
25840;18.05.1986;0;-1.2;-4.6;1.1
25840;19.05.1986;3.8;2.6;0.2;4.5
25840;20.05.1986;7.8;3;1.7;7.8
25840;21.05.1986;2;2.9;1.7;4.5
25840;22.05.1986;8.1;-0.5;-1.2;3.7
25840;23.05.1986;1.5;0.7;-1.8;3.7
25840;24.05.1986;5;2.1;-0.8;6.8
25840;25.05.1986;0.1;1;-0.4;3.5
25840;26.05.1986;4.5;0.5;-0.5;3.3
25840;27.05.1986;16.9;-0.7;-1.8;2.3
25840;28.05.1986;3.7;-0.4;-1.1;0.6
25840;29.05.1986;3;-1;-2.2;0.9
25840;30.05.1986;0.2;-0.6;-2.4;1.6
25840;31.05.1986;0;2.2;-2;5.9
25840;01.06.1986;0;3.6;-1.5;9.1
25840;02.06.1986;0;4.1;0.9;9.2
25840;03.06.1986;0;4.6;2.4;7.1
25840;04.06.1986;21.5;3.6;2.8;5.1
25840;05.06.1986;1.2;4.1;2.7;6.4
25840;06.06.1986;0;6.8;0.3;11.6
25840;07.06.1986;0;4.9;3.9;10.3
25840;08.06.1986;3.7;3.2;2;5
25840;09.06.1986;0.3;2;-0.2;4
25840;10.06.1986;4.5;5;3.8;9.1
25840;11.06.1986;1.1;3.7;2.2;6.9
25840;12.06.1986;5.5;1.7;0.8;2.9
25840;13.06.1986;0.5;3.3;1.9;6
25840;14.06.1986;0;6.3;2.5;9.7
25840;15.06.1986;0;10.8;5.3;14.7
25840;16.06.1986;0;12.3;3.8;17
25840;17.06.1986;0;10.8;2.5;15.5
25840;18.06.1986;0;11.6;7.9;15.5
25840;19.06.1986;5.6;7.8;5.6;11
25840;20.06.1986;2.1;9.3;6.1;12.5
25840;21.06.1986;0;8.3;3;13
25840;22.06.1986;0;10;4;15
25840;23.06.1986;0;10;3.5;15.3
25840;24.06.1986;0;12.7;4.5;19
25840;25.06.1986;0;11.8;5.5;18
25840;26.06.1986;0;10.5;7.5;14
25840;27.06.1986;0;10.4;6.5;15.5
25840;28.06.1986;0;11.1;8;14.1
25840;29.06.1986;0;13.9;7;20.1
25840;30.06.1986;0;14.9;7.6;21.1
25840;01.07.1986;0;16.3;10.7;21
25840;02.07.1986;0;13.7;9.8;17.5
25840;03.07.1986;0;11;6.3;17
25840;04.07.1986;0.7;7;6;11
25840;05.07.1986;1.6;5.4;4.3;7.8
25840;06.07.1986;1.9;5.7;4.5;8.8
25840;07.07.1986;0.5;3.6;2.6;6.4
25840;08.07.1986;0.6;2.7;2.1;4.1
25840;09.07.1986;4.7;0.5;-0.1;2.6
25840;10.07.1986;2.1;3.4;0;6.6
25840;11.07.1986;0;4.7;1;8
25840;12.07.1986;0;4.6;0.5;8.5
25840;13.07.1986;0;8.2;0.9;13
25840;14.07.1986;0;9.2;5;13.8
25840;15.07.1986;0.1;8.4;7.1;11.2
25840;16.07.1986;0;8.2;5;15.5
25840;17.07.1986;0;10.4;9.2;14.4
25840;18.07.1986;11.9;5.3;5;9.3
25840;19.07.1986;2;6;3.5;9.1
25840;20.07.1986;0;6.3;4.5;8.5
25840;21.07.1986;0.7;6.1;4;9
25840;22.07.1986;0.9;5.3;2.8;9.6
25840;23.07.1986;0.1;6.8;5;10.4
25840;24.07.1986;0.9;7.2;2.1;12.2
25840;25.07.1986;0;8;4.5;12.8
25840;26.07.1986;0;9.6;5.7;15.4
25840;27.07.1986;0;10;7.7;13
25840;28.07.1986;0;8.8;7.7;10.5
25840;29.07.1986;9.2;9.4;8.3;11.5
25840;30.07.1986;23.9;6.8;5.7;10.5
25840;31.07.1986;1.2;6;5;10.1
25840;01.08.1986;14.6;6.6;5.8;8.5
25840;02.08.1986;17.9;6.3;4.4;7.9
25840;03.08.1986;2.1;7.1;6.4;8.6
25840;04.08.1986;0;6.3;5;8
25840;05.08.1986;13.7;5.5;4.9;7.8
25840;06.08.1986;6.9;4;2.9;7
25840;07.08.1986;0.5;4.2;1.7;6
25840;08.08.1986;14.9;6.7;3.7;8.5
25840;09.08.1986;3.4;6.4;5.5;8
25840;10.08.1986;5.2;8.5;6;11
25840;11.08.1986;1.8;8.3;5.6;12.1
25840;12.08.1986;0;8.6;5;14
25840;13.08.1986;0;8.7;3.6;12.7
25840;14.08.1986;3.3;9;4.5;13.7
25840;15.08.1986;1.9;7.1;6.3;9.9
25840;16.08.1986;8.7;4.9;4;7.8
25840;17.08.1986;10.3;5.3;3.5;7
25840;18.08.1986;2;6.1;1;9.6
25840;19.08.1986;0.1;5.5;4;8.1
25840;20.08.1986;2.7;3.9;1.6;8
25840;21.08.1986;0;1.8;0.4;5.1
25840;22.08.1986;1.5;3.7;1.5;6.7
25840;23.08.1986;0.8;5.2;1.9;7.8
25840;24.08.1986;0;5.6;2.5;8.3
25840;25.08.1986;0;1.8;-1.9;7.5
25840;26.08.1986;4;2.7;-0.1;6
25840;27.08.1986;1;2;1.5;3.5
25840;28.08.1986;0.7;2.9;1;5
25840;29.08.1986;0;3.4;1;7.1
25840;30.08.1986;0.4;4.3;0.5;6.4
25840;31.08.1986;0;3.7;1.5;6.5
25840;01.09.1986;1;2.4;1.6;3.4
25840;02.09.1986;0.8;1.1;-1;3
25840;03.09.1986;0.4;1.3;-0.7;4.1
25840;04.09.1986;10.6;2;1.1;3.5
25840;05.09.1986;4.1;1.7;0.5;4
25840;06.09.1986;0.5;-0.4;-1;0.5
